Unnamed: 0,Airline,Total_Stops,Additional_Info,Distance_km,Day_of_journey,Month_of_journey,Dep_hour,Dep_minute,Dep_time_sinceMidnight,Arrival_hour,Arrival_minute,Arrival_time_sinceMidnight,Duration_mins,Premium
3018,Jet Airways,0,No Info,621.7888435036485,15,3,15,50,950,17,20,1040,90.0,0
2157,IndiGo,0,No Info,1732.2021511121818,27,6,21,15,1275,0,15,15,180.0,0
3948,Air India,2,No Info,2067.9375320460367,15,5,13,20,800,7,40,460,1100.0,0
1491,Jet Airways,0,In-flight meal not included,1732.2021511121818,27,4,15,15,915,18,10,1090,175.0,0
6918,SpiceJet,0,No Info,1733.8148384158953,24,3,9,35,575,12,30,750,175.0,0
2820,Jet Airways,1,In-flight meal not included,1555.0674811297085,1,4,16,30,990,4,40,280,730.0,0
686,IndiGo,0,No Info,1355.3008742024228,15,3,5,15,315,7,35,455,140.0,0
8424,Jet Airways,0,In-flight meal not included,2067.9375320460367,21,4,11,0,660,14,15,855,195.0,0
1225,Jet Airways,1,No Info,1733.8148384158953,18,3,5,45,345,12,25,745,400.0,0
9593,IndiGo,0,No Info,1555.0674811297085,21,4,11,30,690,14,5,845,155.0,0
6522,Jet Airways,0,In-flight meal not included,2067.9375320460367,6,6,11,0,660,14,15,855,195.0,0
7229,Air India,2,No Info,2067.9375320460367,1,6,22,0,1320,19,15,1155,1275.0,0
9247,Jet Airways,2,No Info,2067.9375320460367,3,3,5,25,325,18,50,1130,805.0,0
1271,Multiple carriers,1,No Info,2067.9375320460367,3,6,10,0,600,21,0,1260,660.0,0
9936,IndiGo,0,No Info,1355.3008742024228,6,5,5,15,315,7,40,460,145.0,0
2649,SpiceJet,0,No Info,1733.8148384158953,24,3,5,45,345,8,35,515,170.0,0
3432,Vistara,0,No Info,1732.2021511121818,15,5,19,30,1170,22,15,1335,165.0,0
6161,IndiGo,1,No Info,1555.0674811297085,1,5,7,10,430,12,40,760,330.0,0
3510,Multiple carriers,1,No Info,2067.9375320460367,27,5,8,45,525,21,0,1260,735.0,0
4714,Multiple carriers,1,No Info,2067.9375320460367,21,5,9,0,540,21,0,1260,720.0,0
55,Jet Airways,1,No Info,1555.0674811297085,24,3,19,45,1185,12,0,720,975.0,0
9232,Jet Airways,0,No Info,1732.2021511121818,3,6,19,50,1190,22,50,1370,180.0,0
5952,Air India,2,No Info,2067.9375320460367,21,3,7,5,425,9,25,565,140.0,0
7774,IndiGo,1,No Info,2067.9375320460367,6,5,18,35,1115,1,30,90,415.0,0
99,Jet Airways,2,No Info,2067.9375320460367,12,6,20,0,1200,12,35,755,995.0,0
6607,Jet Airways,0,In-flight meal not included,1732.2021511121818,12,4,7,10,430,10,10,610,180.0,0
5980,Air India,2,No Info,2067.9375320460367,3,3,12,55,775,19,15,1155,380.0,0
1473,IndiGo,0,No Info,1355.3008742024228,18,5,7,55,475,10,15,615,140.0,0
6708,IndiGo,1,No Info,1733.8148384158953,9,3,12,5,725,17,5,1025,300.0,0
9410,Vistara,0,No Info,1732.2021511121818,27,5,7,0,420,9,40,580,160.0,0
7215,Jet Airways,2,No Info,2067.9375320460367,27,5,19,30,1170,4,25,265,535.0,0
5689,Jet Airways,0,No Info,1732.2021511121818,15,4,7,10,430,10,10,610,180.0,0
1384,Multiple carriers,1,No Info,2067.9375320460367,6,6,17,45,1065,1,30,90,465.0,0
1717,IndiGo,0,No Info,1555.0674811297085,1,3,15,10,910,17,45,1065,155.0,0
2368,Air India,1,No Info,2067.9375320460367,6,6,13,30,810,23,0,1380,570.0,0
189,Air Asia,0,No Info,1732.2021511121818,12,6,11,10,670,13,55,835,165.0,0
7328,IndiGo,0,No Info,1555.0674811297085,3,3,15,10,910,17,45,1065,155.0,0
4459,IndiGo,0,No Info,1732.2021511121818,27,6,7,10,430,10,5,605,175.0,0
8236,Air India,1,No Info,1555.0674811297085,18,5,9,25,565,7,55,475,1350.0,0
2673,Jet Airways,1,In-flight meal not included,1555.0674811297085,1,4,6,30,390,12,0,720,330.0,0
5232,Multiple carriers,1,No Info,2067.9375320460367,15,5,8,45,525,19,0,1140,615.0,0
2533,Air India,2,No Info,2067.9375320460367,21,5,13,20,800,7,40,460,1100.0,0
7682,Jet Airways,1,No Info,1555.0674811297085,9,6,17,0,1020,21,5,1265,245.0,0
1262,Air India,1,No Info,2067.9375320460367,9,6,17,40,1060,23,0,1380,320.0,0
6854,IndiGo,1,No Info,1733.8148384158953,21,3,11,20,680,15,25,925,245.0,0
4272,Air India,0,No Info,1732.2021511121818,3,5,10,0,600,12,45,765,165.0,0
623,Jet Airways,1,No Info,1555.0674811297085,6,6,20,25,1225,14,25,865,1080.0,0
924,Jet Airways,1,No Info,2067.9375320460367,3,3,20,50,1250,4,25,265,455.0,0
3430,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,6,16,30,990,19,50,1190,200.0,0
4337,IndiGo,1,No Info,1733.8148384158953,9,3,6,25,385,11,30,690,305.0,0
7413,SpiceJet,0,No Info,1732.2021511121818,27,4,9,30,570,12,20,740,170.0,0
2077,IndiGo,0,No Info,1732.2021511121818,18,5,18,55,1135,21,50,1310,175.0,0
6180,Air India,2,No Info,1555.0674811297085,18,5,8,20,500,18,30,1110,610.0,0
3553,Jet Airways,2,In-flight meal not included,2067.9375320460367,21,3,19,15,1155,18,50,1130,1415.0,0
721,Multiple carriers,1,No Info,2067.9375320460367,15,6,7,30,450,19,0,1140,690.0,0
3878,Jet Airways,1,No Info,2067.9375320460367,21,5,18,15,1095,19,0,1140,45.0,0
10294,Air Asia,1,No Info,1555.0674811297085,9,6,22,40,1360,10,40,640,720.0,0
3954,Jet Airways,2,No Info,2067.9375320460367,3,3,18,20,1100,18,50,1130,30.0,0
6661,Multiple carriers,1,No Info,2067.9375320460367,9,3,4,45,285,19,15,1155,870.0,0
9441,Multiple carriers,1,No Info,2067.9375320460367,21,5,2,15,135,11,50,710,575.0,0
5530,Jet Airways,1,In-flight meal not included,1733.8148384158953,21,3,11,40,700,20,20,1220,520.0,0
6551,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,6,22,50,1370,4,25,265,335.0,0
5505,IndiGo,0,No Info,2067.9375320460367,21,6,14,25,865,17,40,1060,195.0,0
10045,IndiGo,1,No Info,2067.9375320460367,18,5,7,35,455,22,30,1350,895.0,0
663,SpiceJet,0,No Info,1355.3008742024228,9,6,8,20,500,10,35,635,135.0,0
5335,Multiple carriers,1,No Info,2067.9375320460367,3,3,7,0,420,13,20,800,380.0,0
1467,Multiple carriers,1,No Info,2067.9375320460367,3,6,10,0,600,19,0,1140,540.0,0
2905,Air India,0,No Info,621.7888435036485,1,5,21,5,1265,22,25,1345,80.0,0
6988,Air India,1,No Info,2067.9375320460367,12,6,12,30,750,9,25,565,1255.0,0
1191,Jet Airways,1,No Info,1555.0674811297085,18,5,9,35,575,9,45,585,10.0,0
1995,Jet Airways,0,No Info,1732.2021511121818,1,6,19,50,1190,22,50,1370,180.0,0
8099,Air India,2,No Info,2067.9375320460367,6,6,17,15,1035,19,15,1155,120.0,0
1972,Air Asia,1,No Info,2067.9375320460367,1,6,20,45,1245,7,10,430,625.0,0
5943,Multiple carriers,1,In-flight meal not included,2067.9375320460367,24,6,12,50,770,19,15,1155,385.0,0
818,Multiple carriers,1,No Info,2067.9375320460367,21,3,13,0,780,1,35,95,755.0,0
5464,Air India,1,No Info,1733.8148384158953,21,3,22,0,1320,23,20,1400,80.0,0
5576,Air India,2,No Info,2067.9375320460367,9,5,13,15,795,9,25,565,1210.0,0
6753,Air Asia,0,No Info,1555.0674811297085,6,6,19,55,1195,22,25,1345,150.0,0
3003,Air India,2,No Info,2067.9375320460367,9,5,22,0,1320,19,15,1155,1275.0,0
3726,Vistara,1,No Info,1555.0674811297085,12,5,7,10,430,23,25,1405,975.0,0
397,IndiGo,0,No Info,1355.3008742024228,3,6,19,35,1175,21,55,1315,140.0,0
5939,Jet Airways,1,No Info,1555.0674811297085,21,5,9,35,575,19,10,1150,575.0,0
6576,Jet Airways,1,1 Long layover,1733.8148384158953,1,3,18,40,1120,9,30,570,890.0,0
10075,Jet Airways,1,No Info,1555.0674811297085,15,5,8,25,505,18,15,1095,590.0,0
6684,Jet Airways,2,No Info,2067.9375320460367,24,6,14,35,875,12,35,755,1320.0,0
1734,IndiGo,1,No Info,2067.9375320460367,24,4,2,0,120,7,25,445,325.0,0
4927,Jet Airways,2,No Info,2067.9375320460367,9,5,9,35,575,12,35,755,180.0,0
7242,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,6,14,5,845,20,45,1245,400.0,0
8780,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,5,16,30,990,23,35,1415,425.0,0
7404,Air India,0,No Info,1555.0674811297085,3,4,20,45,1245,23,20,1400,155.0,0
7941,Jet Airways,1,No Info,1555.0674811297085,12,5,16,30,990,9,20,560,1010.0,0
10213,Vistara,1,No Info,1555.0674811297085,24,3,20,20,1220,18,45,1125,1345.0,0
6507,Air India,1,No Info,1733.8148384158953,18,3,0,30,30,8,45,525,495.0,0
1858,IndiGo,1,No Info,2067.9375320460367,12,6,4,55,295,21,0,1260,965.0,0
7293,Jet Airways,1,In-flight meal not included,1733.8148384158953,15,3,8,0,480,18,25,1105,625.0,0
6239,Jet Airways,1,In-flight meal not included,1733.8148384158953,18,3,22,50,1370,9,0,540,610.0,0
10681,Vistara,0,No Info,1733.8148384158953,1,3,11,30,690,14,10,850,160.0,0
7504,Jet Airways,0,No Info,1732.2021511121818,15,6,15,15,915,18,10,1090,175.0,0
10487,Multiple carriers,1,No Info,2067.9375320460367,15,6,10,35,635,19,0,1140,505.0,0
1319,Jet Airways,1,No Info,1555.0674811297085,24,5,20,25,1225,18,0,1080,1295.0,0
1204,Air India,2,No Info,1555.0674811297085,9,5,12,0,720,7,55,475,1195.0,0
479,SpiceJet,1,No Info,2067.9375320460367,21,5,6,5,365,11,20,680,315.0,0
6427,SpiceJet,0,No check-in baggage included,1732.2021511121818,15,4,21,10,1270,0,5,5,175.0,0
4983,Jet Airways,1,In-flight meal not included,1555.0674811297085,21,5,6,30,390,4,40,280,1330.0,0
7061,IndiGo,1,No Info,2067.9375320460367,21,5,15,10,910,20,50,1250,340.0,0
10579,Multiple carriers,1,No Info,2067.9375320460367,3,3,2,15,135,11,30,690,555.0,0
6673,IndiGo,0,No Info,1732.2021511121818,12,6,6,5,365,8,50,530,165.0,0
8625,Air India,1,No Info,1733.8148384158953,15,3,5,50,350,12,55,775,425.0,0
7238,Jet Airways,0,In-flight meal not included,621.7888435036485,21,3,19,35,1175,21,5,1265,90.0,0
6609,Air India,2,No Info,1555.0674811297085,12,6,5,50,350,23,15,1395,1045.0,0
9027,Jet Airways,2,No Info,2067.9375320460367,15,6,5,30,330,4,25,265,1375.0,0
970,Air India,1,No Info,2067.9375320460367,21,3,10,0,600,19,15,1155,555.0,0
9988,Multiple carriers,1,No Info,2067.9375320460367,27,5,8,30,510,19,0,1140,630.0,0
7783,Multiple carriers,0,No Info,1732.2021511121818,1,6,20,55,1255,23,40,1420,165.0,0
5625,Jet Airways,0,In-flight meal not included,1732.2021511121818,6,6,8,20,500,11,20,680,180.0,0
3199,Jet Airways,0,In-flight meal not included,621.7888435036485,12,6,10,20,620,11,50,710,90.0,0
5904,SpiceJet,0,No Info,1555.0674811297085,6,3,22,20,1340,0,40,40,140.0,0
5573,Multiple carriers,2,No Info,2067.9375320460367,21,3,7,5,425,21,20,1280,855.0,0
950,IndiGo,1,No Info,2067.9375320460367,3,3,6,40,400,22,20,1340,940.0,0
9311,Jet Airways,1,No Info,1733.8148384158953,6,3,22,50,1370,9,30,570,640.0,0
2944,Multiple carriers,0,No Info,1732.2021511121818,6,5,20,55,1255,23,40,1420,165.0,0
6895,Jet Airways,1,No Info,1555.0674811297085,1,5,20,0,1200,10,5,605,845.0,0
6993,Air India,2,No Info,1555.0674811297085,9,5,8,20,500,23,15,1395,895.0,0
745,IndiGo,0,No Info,1733.8148384158953,9,3,21,20,1280,0,15,15,175.0,0
8286,SpiceJet,0,No Info,1555.0674811297085,9,3,17,15,1035,19,45,1185,150.0,0
6973,Air India,2,No Info,1555.0674811297085,24,3,9,10,550,7,55,475,1365.0,0
2698,Air India,2,No Info,1555.0674811297085,18,5,9,25,565,13,45,825,260.0,0
681,IndiGo,1,No Info,2067.9375320460367,15,5,17,5,1025,22,15,1335,310.0,0
6442,Jet Airways,2,No Info,2067.9375320460367,6,6,5,30,330,19,0,1140,810.0,0
3593,Jet Airways,0,In-flight meal not included,1732.2021511121818,18,6,8,20,500,11,20,680,180.0,0
7794,Jet Airways,2,In-flight meal not included,2067.9375320460367,24,6,5,30,330,4,25,265,1375.0,0
4138,Jet Airways,1,In-flight meal not included,2067.9375320460367,1,4,18,15,1095,12,35,755,1100.0,0
9486,Jet Airways,1,In-flight meal not included,1555.0674811297085,18,5,20,0,1200,22,35,1355,155.0,0
10331,Multiple carriers,1,No Info,2067.9375320460367,9,6,10,20,620,19,0,1140,520.0,0
10328,Multiple carriers,0,No Info,1732.2021511121818,3,4,20,55,1255,23,40,1420,165.0,0
5690,Air India,1,No Info,2067.9375320460367,21,4,6,10,370,23,0,1380,1010.0,0
965,SpiceJet,0,No check-in baggage included,1555.0674811297085,15,4,6,55,415,9,30,570,155.0,0
5498,Vistara,0,No Info,1732.2021511121818,9,4,21,0,1260,23,50,1430,170.0,0
3913,Jet Airways,1,In-flight meal not included,1733.8148384158953,18,3,16,55,1015,5,5,305,730.0,0
5813,IndiGo,0,No Info,1732.2021511121818,27,5,10,10,610,13,0,780,170.0,0
1507,Jet Airways,2,No Info,2067.9375320460367,9,5,19,10,1150,19,0,1140,1430.0,0
1061,Air India,2,No Info,2067.9375320460367,21,5,22,0,1320,19,15,1155,1275.0,0
1986,IndiGo,0,No Info,1355.3008742024228,27,6,5,15,315,7,40,460,145.0,0
6880,Jet Airways,0,In-flight meal not included,1732.2021511121818,27,5,18,55,1135,22,0,1320,185.0,0
8743,Air Asia,0,No Info,1732.2021511121818,9,6,23,55,1435,2,45,165,170.0,0
3235,Jet Airways,1,No Info,1555.0674811297085,6,5,16,30,990,22,35,1355,365.0,0
5162,Vistara,0,No Info,1733.8148384158953,1,3,21,10,1270,0,5,5,175.0,0
2885,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,6,16,30,990,9,20,560,1010.0,0
817,Jet Airways,0,No Info,1732.2021511121818,21,5,17,45,1065,20,45,1245,180.0,0
7072,IndiGo,0,No Info,1355.3008742024228,1,5,19,35,1175,21,55,1315,140.0,0
9068,Air India,2,No Info,2067.9375320460367,27,6,12,0,720,7,40,460,1180.0,0
711,SpiceJet,0,No Info,621.7888435036485,12,5,5,45,345,7,15,435,90.0,0
7614,Air India,1,No Info,2067.9375320460367,3,6,7,0,420,19,15,1155,735.0,0
5986,Air India,1,No Info,2067.9375320460367,1,3,4,0,240,7,40,460,220.0,0
102,Jet Airways,1,In-flight meal not included,2067.9375320460367,24,6,20,55,1255,4,25,265,450.0,0
9262,Multiple carriers,1,No Info,2067.9375320460367,3,6,14,25,865,19,35,1175,310.0,0
7908,Jet Airways,1,In-flight meal not included,2067.9375320460367,24,6,10,0,600,19,0,1140,540.0,0
6944,Air India,2,No Info,1555.0674811297085,9,6,16,50,1010,5,35,335,765.0,0
6989,IndiGo,1,No Info,1555.0674811297085,15,5,8,10,490,13,0,780,290.0,0
4862,IndiGo,0,No Info,1555.0674811297085,21,3,10,10,610,12,55,775,165.0,0
9266,Jet Airways,1,No Info,1733.8148384158953,6,3,5,45,345,12,25,745,400.0,0
3502,Jet Airways,1,In-flight meal not included,1555.0674811297085,9,5,21,10,1270,12,0,720,890.0,0
8143,Jet Airways,1,No Info,1555.0674811297085,6,6,18,55,1135,8,15,495,800.0,0
8459,Jet Airways,0,In-flight meal not included,621.7888435036485,12,6,7,5,425,8,30,510,85.0,0
976,Jet Airways,1,No Info,1733.8148384158953,12,3,5,45,345,11,25,685,340.0,0
6866,Jet Airways,1,In-flight meal not included,2067.9375320460367,15,4,14,0,840,19,0,1140,300.0,0
4943,SpiceJet,0,No Info,1355.3008742024228,21,3,17,45,1065,20,5,1205,140.0,0
355,IndiGo,0,No Info,1732.2021511121818,1,6,23,30,1410,2,20,140,170.0,0
9960,IndiGo,1,No Info,2067.9375320460367,9,6,10,35,635,1,30,90,895.0,0
5269,Multiple carriers,1,No Info,2067.9375320460367,6,6,10,0,600,19,0,1140,540.0,0
7024,IndiGo,0,No Info,1555.0674811297085,21,3,9,35,575,12,20,740,165.0,0
6256,IndiGo,0,No Info,1732.2021511121818,12,6,8,30,510,11,20,680,170.0,0
10134,IndiGo,0,No Info,621.7888435036485,24,6,21,20,1280,22,50,1370,90.0,0
3077,Multiple carriers,1,No Info,2067.9375320460367,9,6,9,15,555,19,0,1140,585.0,0
2244,Vistara,0,No Info,2067.9375320460367,9,4,6,0,360,9,10,550,190.0,0
1675,Jet Airways,1,No Info,1733.8148384158953,12,3,8,55,535,21,20,1280,745.0,0
2257,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,3,20,50,1250,18,50,1130,1320.0,0
6768,Jet Airways,1,In-flight meal not included,2067.9375320460367,24,6,19,45,1185,12,35,755,1010.0,0
5407,Jet Airways,1,No Info,1555.0674811297085,6,5,17,0,1020,21,5,1265,245.0,0
2520,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,3,18,55,1135,8,10,490,795.0,0
9129,Jet Airways,1,No Info,1555.0674811297085,6,6,18,55,1135,19,50,1190,55.0,0
6371,IndiGo,1,No Info,2067.9375320460367,9,6,9,15,555,1,30,90,975.0,0
5185,Jet Airways,1,No Info,2067.9375320460367,9,3,8,0,480,4,25,265,1225.0,0
1458,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,5,22,50,1370,19,0,1140,1210.0,0
4620,Multiple carriers,1,No Info,2067.9375320460367,15,5,7,10,430,22,30,1350,920.0,0
2024,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,3,19,45,1185,4,25,265,520.0,0
8506,Jet Airways,1,No Info,1555.0674811297085,24,5,6,30,390,19,50,1190,800.0,0
6832,Air India,2,No Info,2067.9375320460367,9,3,20,15,1215,19,15,1155,1380.0,0
3648,Jet Airways,1,In-flight meal not included,2067.9375320460367,1,6,21,50,1310,4,25,265,395.0,0
4664,Air India,0,No Info,621.7888435036485,12,5,13,55,835,15,25,925,90.0,0
9300,Jet Airways,0,In-flight meal not included,1732.2021511121818,27,4,19,50,1190,22,50,1370,180.0,0
10589,Jet Airways,2,No Info,2067.9375320460367,12,6,5,30,330,4,25,265,1375.0,0
3001,Jet Airways,0,In-flight meal not included,1732.2021511121818,24,5,15,15,915,18,10,1090,175.0,0
2051,IndiGo,0,No Info,1732.2021511121818,15,4,10,10,610,13,0,780,170.0,0
7755,Multiple carriers,1,No Info,2067.9375320460367,27,5,18,15,1095,1,30,90,435.0,0
4238,Vistara,1,No Info,1555.0674811297085,18,5,20,20,1220,10,45,645,865.0,0
4914,SpiceJet,0,No check-in baggage included,1555.0674811297085,27,5,6,55,415,9,30,570,155.0,0
5423,SpiceJet,0,No check-in baggage included,1732.2021511121818,6,6,21,10,1270,0,5,5,175.0,0
1249,Jet Airways,1,In-flight meal not included,1555.0674811297085,9,6,8,25,505,16,20,980,475.0,0
7735,IndiGo,0,No Info,1732.2021511121818,3,4,0,30,30,3,25,205,175.0,0
2292,IndiGo,1,No Info,1555.0674811297085,9,5,18,5,1085,23,30,1410,325.0,0
276,Air India,0,No Info,621.7888435036485,27,3,6,20,380,7,40,460,80.0,0
2455,IndiGo,0,No Info,1555.0674811297085,9,5,21,25,1285,0,5,5,160.0,0
4961,SpiceJet,0,No Info,1355.3008742024228,27,3,9,30,570,12,5,725,155.0,0
5301,IndiGo,0,No Info,1732.2021511121818,21,5,0,30,30,3,25,205,175.0,0
9214,Multiple carriers,1,No Info,2067.9375320460367,6,3,6,40,400,18,50,1130,730.0,0
2689,IndiGo,0,No Info,2067.9375320460367,12,5,14,25,865,17,40,1060,195.0,0
2056,SpiceJet,0,No check-in baggage included,621.7888435036485,18,3,13,10,790,14,30,870,80.0,0
7702,Air India,2,No Info,1555.0674811297085,6,6,5,50,350,20,25,1225,875.0,0
2963,SpiceJet,0,No check-in baggage included,1355.3008742024228,27,5,9,45,585,12,0,720,135.0,0
4468,IndiGo,0,No Info,1732.2021511121818,9,5,4,0,240,6,50,410,170.0,0
461,Jet Airways,0,No Info,1732.2021511121818,1,5,19,50,1190,22,50,1370,180.0,0
6381,Air India,1,No Info,2067.9375320460367,27,3,7,0,420,19,15,1155,735.0,0
8742,Multiple carriers,0,No Info,1732.2021511121818,18,6,7,45,465,10,40,640,175.0,0
7400,Jet Airways,2,In-flight meal not included,2067.9375320460367,6,6,5,30,330,12,35,755,425.0,0
1286,Vistara,1,No Info,1555.0674811297085,1,4,17,0,1020,22,55,1375,355.0,0
2862,Air India,1,No Info,2067.9375320460367,21,5,17,20,1040,9,25,565,965.0,0
1320,IndiGo,1,No Info,1555.0674811297085,6,5,15,15,915,20,5,1205,290.0,0
1044,Jet Airways,2,No Info,2067.9375320460367,1,6,18,25,1105,12,35,755,1090.0,0
6665,Jet Airways,0,No Info,621.7888435036485,15,5,2,55,175,4,20,260,85.0,0
1127,Air India,2,No Info,1555.0674811297085,9,6,5,50,350,23,15,1395,1045.0,0
6519,SpiceJet,0,No check-in baggage included,1555.0674811297085,21,5,22,20,1340,0,40,40,140.0,0
7535,Air India,2,No Info,2067.9375320460367,21,5,20,15,1215,19,15,1155,1380.0,0
6447,Jet Airways,1,In-flight meal not included,1555.0674811297085,21,5,20,0,1200,12,0,720,960.0,0
5654,Jet Airways,0,In-flight meal not included,1732.2021511121818,12,6,19,50,1190,22,50,1370,180.0,0
10168,Multiple carriers,1,No Info,2067.9375320460367,15,6,11,30,690,19,15,1155,465.0,0
2573,Air India,1,No Info,2067.9375320460367,24,5,7,0,420,19,15,1155,735.0,0
7815,Air Asia,0,No Info,1555.0674811297085,18,3,19,35,1175,22,5,1325,150.0,0
3253,Air India,0,No Info,1733.8148384158953,24,3,10,0,600,12,45,765,165.0,0
8174,Jet Airways,2,In-flight meal not included,2067.9375320460367,21,3,19,10,1150,18,50,1130,1420.0,0
5030,Air India,0,No Info,2067.9375320460367,27,4,18,5,1085,21,10,1270,185.0,0
7911,Air India,0,No Info,1733.8148384158953,18,3,17,0,1020,19,45,1185,165.0,0
8766,IndiGo,1,No Info,2067.9375320460367,27,6,17,30,1050,1,30,90,480.0,0
10027,Air Asia,1,No Info,2067.9375320460367,21,3,16,45,1005,22,15,1335,330.0,0
2513,Jet Airways,1,No Info,1555.0674811297085,6,6,14,5,845,4,40,280,875.0,0
4676,Jet Airways,2,No Info,621.7888435036485,6,3,17,15,1035,16,50,1010,1415.0,0
6374,IndiGo,0,No Info,1732.2021511121818,3,4,10,10,610,13,0,780,170.0,0
3519,IndiGo,1,No Info,2067.9375320460367,27,6,6,50,410,22,30,1350,940.0,0
801,IndiGo,0,No Info,1732.2021511121818,1,6,22,10,1330,1,0,60,170.0,0
1716,Jet Airways,1,No Info,1555.0674811297085,6,5,17,0,1020,15,5,905,1325.0,0
6502,Jet Airways,0,No Info,621.7888435036485,1,4,2,55,175,4,20,260,85.0,0
7439,Air India,2,No Info,2067.9375320460367,9,6,12,55,775,19,15,1155,380.0,0
4651,Air India,2,No Info,1555.0674811297085,6,5,7,0,420,1,20,80,1100.0,0
8401,IndiGo,0,No Info,1733.8148384158953,3,3,0,40,40,3,25,205,165.0,0
10055,Multiple carriers,1,No Info,2067.9375320460367,3,3,13,0,780,1,35,95,755.0,0
3237,Multiple carriers,1,No Info,2067.9375320460367,6,3,4,45,285,18,50,1130,845.0,0
94,Air India,0,No Info,1555.0674811297085,21,4,20,45,1245,23,20,1400,155.0,0
7914,Jet Airways,1,No Info,1555.0674811297085,24,3,13,55,835,22,35,1355,520.0,0
4024,IndiGo,1,No Info,2067.9375320460367,6,6,16,0,960,1,30,90,570.0,0
4858,Air India,2,No Info,2067.9375320460367,9,3,20,0,1200,19,15,1155,1395.0,0
7820,Jet Airways,1,No Info,1555.0674811297085,6,6,8,25,505,16,20,980,475.0,0
6514,SpiceJet,0,No Info,1732.2021511121818,21,6,5,55,355,8,35,515,160.0,0
5780,Jet Airways,1,No Info,1555.0674811297085,12,5,21,10,1270,12,0,720,890.0,0
10454,Air India,1,No Info,1555.0674811297085,6,6,9,25,565,18,30,1110,545.0,0
4023,Jet Airways,2,In-flight meal not included,2067.9375320460367,1,6,5,30,330,12,35,755,425.0,0
668,Jet Airways,1,In-flight meal not included,1555.0674811297085,18,5,21,10,1270,10,5,605,775.0,0
7537,Jet Airways,1,No Info,1733.8148384158953,1,3,5,45,345,18,25,1105,760.0,0
1130,Vistara,0,No Info,2067.9375320460367,12,6,14,40,880,17,50,1070,190.0,0
6464,Jet Airways,1,No Info,1555.0674811297085,12,6,9,35,575,23,35,1415,840.0,0
8101,IndiGo,0,No Info,621.7888435036485,1,6,2,35,155,4,5,245,90.0,0
3311,Air India,2,No Info,2067.9375320460367,1,6,17,15,1035,19,15,1155,120.0,0
783,IndiGo,1,No Info,2067.9375320460367,1,6,16,10,970,22,30,1350,380.0,0
1452,IndiGo,0,No Info,1355.3008742024228,21,3,7,55,475,10,15,615,140.0,0
2557,Jet Airways,0,In-flight meal not included,1732.2021511121818,1,4,17,45,1065,20,45,1245,180.0,0
1128,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,5,6,30,390,18,15,1095,705.0,0
1322,Air India,0,No Info,621.7888435036485,6,3,19,30,1170,20,45,1245,75.0,0
9445,Multiple carriers,1,No Info,2067.9375320460367,6,6,11,40,700,1,30,90,830.0,0
346,Jet Airways,1,No Info,2067.9375320460367,27,5,10,0,600,19,0,1140,540.0,0
2921,IndiGo,0,No Info,621.7888435036485,3,3,6,20,380,7,45,465,85.0,0
1524,IndiGo,0,No Info,1355.3008742024228,24,5,13,15,795,15,35,935,140.0,0
7722,Air India,0,No Info,1555.0674811297085,18,5,20,45,1245,23,20,1400,155.0,0
6599,Multiple carriers,3,No Info,2067.9375320460367,9,6,11,35,695,1,30,90,835.0,0
484,SpiceJet,0,No Info,1555.0674811297085,21,4,22,20,1340,0,40,40,140.0,0
264,Air India,2,No Info,1555.0674811297085,21,5,5,50,350,20,25,1225,875.0,0
6784,Jet Airways,1,No Info,1733.8148384158953,12,3,21,25,1285,10,25,625,780.0,0
10362,Jet Airways,1,No Info,2067.9375320460367,6,3,22,20,1340,4,25,265,365.0,0
4366,Jet Airways,0,In-flight meal not included,621.7888435036485,18,3,2,55,175,4,25,265,90.0,0
8958,Multiple carriers,1,No Info,2067.9375320460367,24,6,6,0,360,19,0,1140,780.0,0
4247,Air India,2,No Info,1555.0674811297085,21,5,12,0,720,21,50,1310,590.0,0
1009,SpiceJet,0,No Info,1555.0674811297085,27,6,6,55,415,9,30,570,155.0,0
8414,Jet Airways,0,No Info,621.7888435036485,21,3,10,20,620,11,50,710,90.0,0
7174,SpiceJet,0,No check-in baggage included,1355.3008742024228,3,6,9,45,585,12,0,720,135.0,0
1349,IndiGo,1,No Info,2067.9375320460367,12,6,11,25,685,1,30,90,845.0,0
8810,Vistara,1,No Info,1555.0674811297085,12,5,17,0,1020,10,45,645,1065.0,0
2638,Jet Airways,1,In-flight meal not included,1555.0674811297085,21,5,8,25,505,19,50,1190,685.0,0
3351,IndiGo,0,No Info,1733.8148384158953,21,3,1,30,90,4,15,255,165.0,0
4489,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,6,18,55,1135,18,15,1095,1400.0,0
8840,Jet Airways,1,No Info,1555.0674811297085,1,4,18,55,1135,18,15,1095,1400.0,0
